Episode,Steps,TotalReward,ActorLoss,CriticLoss,MeanValue,ValueStd,MeanReturn,ClipFraction
11600,139,59.65,-0.0212,0.0409,35.75,18.38,34.19,0.0000
11616,112,53.65,-0.0327,0.0431,10.00,17.25,21.42,0.0000
11632,88,17.94,-0.0285,0.0418,29.00,10.62,29.17,0.0000
11648,101,23.41,-0.0270,0.0539,-10.06,19.62,-12.55,0.0000
11664,102,30.39,-0.0372,0.0511,38.75,25.00,28.67,0.0000
11680,95,46.94,-0.0275,0.0433,-13.94,15.00,-43.74,0.0000
11696,96,16.41,-0.0202,0.0492,46.50,19.75,46.38,0.0000
11712,148,44.30,-0.0274,0.0428,32.25,20.62,35.66,0.0000
11728,139,59.46,-0.0244,0.0370,30.12,16.88,31.59,0.0000
11744,138,16.81,-0.0280,0.0537,8.69,12.94,19.41,0.0000
11760,110,44.18,-0.0279,0.0422,28.00,16.38,33.14,0.0000
11776,127,58.10,-0.0326,0.0417,33.75,17.88,37.62,0.0000
11792,108,30.20,-0.0183,0.0468,3.70,14.88,7.12,0.0000
11808,105,31.18,-0.0345,0.0411,44.75,26.38,47.11,0.0000
11824,146,21.63,-0.0288,0.0483,24.38,21.12,31.36,0.0000
11840,133,69.23,-0.0289,0.0361,29.38,17.25,33.16,0.0000
11856,147,54.83,-0.0408,0.0395,0.79,19.62,1.45,0.0000
11872,88,30.55,-0.0458,0.0382,17.88,9.81,-1.22,0.0000
11888,102,39.32,-0.0433,0.0475,26.12,14.12,35.14,0.0000
11904,102,52.92,-0.0367,0.0353,24.62,13.94,28.99,0.0000
11920,105,56.88,-0.0298,0.0338,31.75,21.25,41.43,0.0000
11936,69,12.81,-0.0289,0.0526,51.25,15.44,45.85,0.0000
11952,84,57.06,-0.0314,0.0368,24.62,14.56,32.29,0.0000
11968,89,50.92,-0.0428,0.0373,18.75,10.31,18.91,0.0000
11984,100,19.78,-0.0336,0.0543,35.00,16.75,40.91,0.0000
12000,71,26.81,-0.0428,0.0401,35.25,9.94,22.93,0.0000
12016,76,-5.62,-0.0420,0.0511,29.62,13.81,34.54,0.0000
12032,100,-15.35,-0.0286,0.0565,15.44,6.91,6.85,0.0000
12048,74,-3.26,-0.0385,0.0499,23.38,13.19,13.42,0.0000
12064,74,11.91,-0.0346,0.0463,28.38,10.19,26.62,0.0000
12080,110,40.83,-0.0372,0.0400,12.19,13.12,13.44,0.0000
12096,108,25.14,-0.0469,0.0402,12.12,12.44,20.03,0.0000
12112,93,-5.07,-0.0330,0.0407,16.38,18.25,10.52,0.0000
12128,105,-67.31,-0.0288,0.0903,26.25,11.88,-6.44,0.0000
12144,73,-39.60,-0.0292,0.0649,-9.12,10.50,-2.19,0.0000
12160,96,9.25,-0.0375,0.0605,6.44,16.75,23.51,0.0000
12176,105,14.39,-0.0293,0.0532,3.08,11.69,6.01,0.0000
12192,82,21.70,-0.0380,0.0410,15.81,12.69,17.00,0.0000
12208,102,53.02,-0.0186,0.0451,28.62,20.75,31.86,0.0000
12224,94,3.33,-0.0301,0.0446,11.94,10.69,7.74,0.0000
12240,74,14.16,-0.0064,0.0484,26.12,10.69,16.49,0.0000
12256,85,35.00,-0.0357,0.0476,50.25,15.94,52.62,0.0000
12272,106,24.18,-0.0461,0.0417,21.50,13.44,22.09,0.0000
12288,123,34.05,-0.0420,0.0421,8.75,26.12,3.10,0.0000
12304,76,16.17,-0.0472,0.0530,26.00,11.00,31.72,0.0000
12320,78,18.84,-0.0394,0.0448,30.62,13.81,36.77,0.0000
12336,83,24.90,-0.0342,0.0385,9.81,15.56,19.18,0.0000
12352,90,10.62,-0.0246,0.0505,24.75,18.25,27.50,0.0000
12368,102,45.40,-0.0313,0.0399,19.00,12.88,3.68,0.0000
12384,77,9.78,-0.0345,0.0505,13.06,13.88,-10.95,0.0000
12400,118,42.09,-0.0350,0.0442,26.12,24.88,22.78,0.0000
12416,83,35.40,-0.0402,0.0442,37.75,15.25,37.77,0.0000
12432,117,28.66,-0.0323,0.0424,34.25,20.50,31.04,0.0000
12448,86,54.10,-0.0161,0.0417,6.84,4.62,8.15,0.0000
12464,104,6.92,-0.0398,0.0532,36.25,18.88,43.28,0.0000
12480,142,19.58,-0.0342,0.0490,24.38,17.75,33.75,0.0000
12496,95,31.19,-0.0285,0.0457,32.75,13.06,30.01,0.0000
12512,78,34.08,-0.0362,0.0379,24.12,10.44,24.69,0.0000
12528,91,42.74,-0.0355,0.0366,30.50,18.38,38.91,0.0000
12544,98,52.46,-0.0311,0.0393,37.50,17.75,42.42,0.0000
12560,124,32.50,-0.0391,0.0414,3.14,14.69,-4.20,0.0000
12576,88,39.18,-0.0375,0.0467,33.00,18.00,33.84,0.0000
12592,66,52.76,-0.0416,0.0372,18.88,13.44,18.96,0.0000
12608,115,48.38,-0.0362,0.0371,38.75,25.25,43.99,0.0000
12624,97,52.09,-0.0374,0.0310,38.50,24.38,34.61,0.0000
